pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
76,27.65,6,21,3,1403040600,41.97907082,-87.90303966100002,41.958055933000004,-87.660389456,0.8,,17031830700.0,Cash,Taxi Affiliation Services,1620.0,3.0,0.0
76,28.25,4,21,5,1396559700,41.97907082,-87.90303966100002,41.941488234,-87.671107656,3.3,,17031062500.0,Credit Card,Choice Taxi Association,1440.0,6.0,5.0
76,35.45,12,16,2,1418055300,41.97907082,-87.90303966100002,41.885300021999996,-87.642808466,17.4,,17031280100.0,Credit Card,Taxi Affiliation Services,2160.0,28.0,7.45
76,42.75,1,21,5,1453411800,41.97907082,-87.90303966100002,41.885300021999996,-87.642808466,17.2,,17031280100.0,Credit Card,,1560.0,28.0,9.35
76,33.25,3,14,3,1427813100,41.97907082,-87.90303966100002,41.885300021999996,-87.642808466,16.5,,17031280100.0,Credit Card,Dispatch Taxi Affiliation,1800.0,28.0,7.05
76,31.65,3,0,2,1425257100,41.97907082,-87.90303966100002,41.929077655,-87.646293476,15.5,,17031070200.0,Credit Card,Dispatch Taxi Affiliation,1320.0,7.0,4.0
76,37.85,8,10,5,1408010400,41.97907082,-87.90303966100002,41.89503345,-87.61971067200001,17.7,,17031081401.0,Credit Card,KOAM Taxi Association,2820.0,8.0,8.15
76,37.25,9,18,2,1410201900,41.97907082,-87.90303966100002,41.89503345,-87.61971067200001,18.2,,17031081401.0,Credit Card,,2100.0,8.0,7.85
76,37.45,2,22,2,1361227500,41.97907082,-87.90303966100002,41.89503345,-87.61971067200001,18.2,,17031081401.0,Credit Card,,1620.0,8.0,7.99
76,46.25,3,13,7,1458999000,41.97907082,-87.90303966100002,41.89503345,-87.61971067200001,0.0,,17031081401.0,Credit Card,Blue Ribbon Taxi Association Inc.,1680.0,8.0,12.55
76,37.04,8,9,3,1376386200,41.97907082,-87.90303966100002,41.89503345,-87.61971067200001,17.6,,17031081401.0,Cash,,1980.0,8.0,0.0
76,37.05,3,18,1,1427049900,41.97907082,-87.90303966100002,41.870607371999995,-87.622172937,18.6,,17031320600.0,Credit Card,Taxi Affiliation Services,1860.0,32.0,7.8
76,36.85,4,2,6,1366336800,41.97907082,-87.90303966100002,41.870607371999995,-87.622172937,18.4,,17031320600.0,Cash,,1080.0,32.0,0.0
76,37.45,2,23,2,1422918000,41.97907082,-87.90303966100002,41.870607371999995,-87.622172937,18.5,,17031320600.0,Credit Card,,1320.0,32.0,9.86
76,38.45,10,17,1,1443978000,41.97907082,-87.90303966100002,41.870607371999995,-87.622172937,18.79,,17031320600.0,Cash,,2040.0,32.0,0.0
76,36.85,10,22,7,1445724900,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,17.8,,17031081201.0,Credit Card,Choice Taxi Association,1560.0,8.0,7.75
76,37.45,10,20,6,1412971200,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,18.0,,17031081201.0,Cash,,1800.0,8.0,0.0
76,36.65,6,13,5,1434030300,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,17.6,,17031081201.0,Credit Card,Dispatch Taxi Affiliation,2760.0,8.0,5.0
76,35.25,4,19,3,1397588400,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,17.7,,17031081201.0,Credit Card,,1680.0,8.0,7.45
76,35.85,4,20,3,1430253000,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,17.6,,17031081201.0,Credit Card,Dispatch Taxi Affiliation,2100.0,8.0,7.55
76,36.05,11,12,1,1417348800,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,0.0,,17031081201.0,Credit Card,Choice Taxi Association,1440.0,8.0,6.0
76,35.65,6,12,2,1403524800,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,17.7,,17031081201.0,Credit Card,Dispatch Taxi Affiliation,1440.0,8.0,10.0
76,36.85,9,12,1,1410698700,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,0.0,,17031081201.0,Cash,Blue Ribbon Taxi Association Inc.,1620.0,8.0,0.0
76,36.45,4,10,3,1396953000,41.97907082,-87.90303966100002,41.899155613000005,-87.626210532,17.5,,17031081201.0,Credit Card,,1680.0,8.0,7.69
76,17.25,11,7,4,1415777400,41.97907082,-87.90303966100002,41.942872538,-87.701330291,6.4,,17031210100.0,Credit Card,,1140.0,21.0,2.5
76,35.25,12,13,4,1386162900,41.97907082,-87.90303966100002,41.89321636,-87.63784421,0.0,,17031081800.0,Credit Card,Choice Taxi Association,2160.0,8.0,7.45
76,37.85,7,17,5,1374167700,41.97907082,-87.90303966100002,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,Taxi Affiliation Services,3300.0,8.0,0.0
76,35.85,7,21,3,1372798800,41.97907082,-87.90303966100002,41.89321636,-87.63784421,17.9,,17031081800.0,Credit Card,Choice Taxi Association,1380.0,8.0,7.55
76,34.85,1,13,2,1358773200,41.97907082,-87.90303966100002,41.89321636,-87.63784421,17.3,,17031081800.0,Credit Card,,1200.0,8.0,7.37
76,35.45,7,16,3,1404836100,41.97907082,-87.90303966100002,41.89321636,-87.63784421,1.0,,17031081800.0,Credit Card,Taxi Affiliation Services,2640.0,8.0,4.0
76,35.45,8,11,3,1407239100,41.97907082,-87.90303966100002,41.89321636,-87.63784421,1.0,,17031081800.0,Credit Card,Blue Ribbon Taxi Association Inc.,1680.0,8.0,7.45
76,34.85,8,0,4,1440548100,41.97907082,-87.90303966100002,41.89321636,-87.63784421,1.0,,17031081800.0,Cash,Taxi Affiliation Services,1200.0,8.0,0.0
76,39.25,10,19,4,1476904500,41.97907082,-87.90303966100002,41.942577185,-87.647078509,0.0,,17031062000.0,Credit Card,Taxi Affiliation Services,3420.0,6.0,8.65
76,37.05,1,22,1,1359325800,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.1,,17031081300.0,Credit Card,Dispatch Taxi Affiliation,1860.0,8.0,7.8
76,40.85,2,15,6,1360942200,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.2,,17031081300.0,Cash,,4140.0,8.0,0.0
76,37.25,4,15,3,1428418800,41.97907082,-87.90303966100002,41.898331794,-87.620762865,0.0,,17031081300.0,Cash,Taxi Affiliation Services,1920.0,8.0,0.0
76,37.25,1,21,2,1420491600,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.3,,17031081300.0,Cash,Choice Taxi Association,2100.0,8.0,0.0
76,37.45,8,11,2,1376912700,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.1,,17031081300.0,Credit Card,Dispatch Taxi Affiliation,1800.0,8.0,8.05
76,38.65,10,17,6,1380908700,41.97907082,-87.90303966100002,41.898331794,-87.620762865,0.0,,17031081300.0,Credit Card,Taxi Affiliation Services,3660.0,8.0,8.1
76,37.05,4,16,2,1365437700,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.4,,17031081300.0,Credit Card,Choice Taxi Association,1860.0,8.0,10.25
76,41.25,8,17,6,1439574300,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.1,,17031081300.0,Cash,Choice Taxi Association,4260.0,8.0,0.0
76,38.65,3,18,7,1394906400,41.97907082,-87.90303966100002,41.898331794,-87.620762865,0.0,,17031081300.0,Cash,Taxi Affiliation Services,2760.0,8.0,0.0
76,40.65,1,20,3,1357073100,41.97907082,-87.90303966100002,41.898331794,-87.620762865,0.0,,17031081300.0,Cash,Dispatch Taxi Affiliation,2220.0,8.0,0.0
76,50.05,3,10,2,1362996000,41.97907082,-87.90303966100002,41.898331794,-87.620762865,18.6,,17031081300.0,Credit Card,Dispatch Taxi Affiliation,3180.0,8.0,0.0
76,32.05,11,12,1,1416141000,41.97907082,-87.90303966100002,41.949829346,-87.64396537,0.9,,17031060900.0,Credit Card,Taxi Affiliation Services,1920.0,6.0,8.75
76,32.85,8,19,4,1407956400,41.97907082,-87.90303966100002,41.949829346,-87.64396537,14.9,,17031060900.0,Credit Card,,2880.0,6.0,6.97
76,37.25,3,9,5,1362648600,41.97907082,-87.90303966100002,41.867902418,-87.642958665,17.0,,17031841900.0,Cash,Northwest Management LLC,3420.0,28.0,0.0
1,8.45,10,20,5,1380832200,42.009622881,-87.67016685700001,,,0.88,,,Cash,,900.0,,0.0
1,13.85,5,15,1,1431270900,42.009622881,-87.67016685700001,,,0.0,,,Cash,Taxi Affiliation Services,1140.0,,0.0
1,3.25,4,4,2,1430109900,42.009622881,-87.67016685700001,,,0.03,,,Cash,,0.0,,0.0
1,5.65,4,1,6,1365729300,42.009622881,-87.67016685700001,,,0.0,,,Cash,Taxi Affiliation Services,240.0,,0.0
1,34.45,12,20,5,1386275400,42.009622881,-87.67016685700001,42.001571027,-87.695012589,3.3,,,Cash,Taxi Affiliation Services,5160.0,2.0,0.0
1,21.05,8,12,4,1407933900,42.009622881,-87.67016685700001,41.878865584,-87.625192142,9.6,,,Cash,Taxi Affiliation Services,960.0,32.0,0.0
1,3.25,10,22,3,1444773600,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.0,,,Cash,Taxi Affiliation Services,0.0,1.0,0.0
1,4.45,2,5,4,1424236500,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.0,,,Cash,Taxi Affiliation Services,180.0,1.0,0.0
1,4.45,3,8,5,1427358600,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.07,,,Cash,,180.0,1.0,0.0
1,5.05,10,0,4,1381884300,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.7,,,Cash,Taxi Affiliation Services,120.0,1.0,0.0
1,3.25,10,12,7,1381579200,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.0,,,Cash,Taxi Affiliation Services,0.0,1.0,0.0
1,3.25,5,14,2,1431355500,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.0,,,Cash,Taxi Affiliation Services,0.0,1.0,0.0
1,3.85,3,8,1,1425804300,42.009622881,-87.67016685700001,42.009622881,-87.67016685700001,0.0,,,Cash,Taxi Affiliation Services,120.0,1.0,0.0
1,11.75,9,9,5,1473932700,42.009622881,-87.67016685700001,41.96581197,-87.655878786,2.9,,,Cash,Taxi Affiliation Services,1080.0,3.0,0.0
1,8.25,3,11,1,1394364600,42.009622881,-87.67016685700001,41.96581197,-87.655878786,2.4,,,Credit Card,,540.0,3.0,3.0
1,17.85,9,7,3,1379403900,42.009622881,-87.67016685700001,41.899602111,-87.633308037,0.0,,,Cash,Taxi Affiliation Services,840.0,8.0,0.0
1,29.65,8,10,7,1408184100,42.009622881,-87.67016685700001,41.980264315,-87.913624596,0.8,,,Cash,Taxi Affiliation Services,1860.0,76.0,0.0
1,12.45,3,1,1,1426987800,42.009622881,-87.67016685700001,41.944226601,-87.655998182,4.7,,,Cash,Taxi Affiliation Services,660.0,6.0,0.0
1,15.25,2,15,5,1456413300,42.009622881,-87.67016685700001,41.944226601,-87.655998182,4.4,,,Credit Card,,1140.0,6.0,3.05
1,18.85,8,6,1,1376805600,42.009622881,-87.67016685700001,41.922686284,-87.649488729,0.0,,,Cash,Taxi Affiliation Services,1680.0,7.0,0.0
1,12.25,8,6,1,1408860900,42.009622881,-87.67016685700001,41.968069,-87.72155906299999,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,900.0,14.0,0.0
1,10.05,3,0,2,1427068800,42.009622881,-87.67016685700001,41.975170943,-87.687515515,3.6,,,Cash,,600.0,4.0,0.0
1,6.05,11,19,6,1415389500,42.009622881,-87.67016685700001,41.9867118,-87.663416405,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,420.0,77.0,0.0
1,6.05,7,18,7,1404584100,42.009622881,-87.67016685700001,41.9867118,-87.663416405,1.3,,,Cash,,360.0,77.0,0.0
1,8.44,10,12,4,1381321800,42.009622881,-87.67016685700001,41.9867118,-87.663416405,1.6,,,Credit Card,,780.0,77.0,2.0
3,51.85,3,20,2,1396297800,41.96581197,-87.655878786,,,24.4,,,Cash,,3540.0,,0.0
3,13.5,3,23,4,1458171900,41.96581197,-87.655878786,,,4.4,,,Cash,Taxi Affiliation Services,780.0,,0.0
3,14.05,2,18,1,1391365800,41.96581197,-87.655878786,,,5.0,,,Cash,Taxi Affiliation Services,1080.0,,0.0
3,18.85,12,20,3,1388520900,41.96581197,-87.655878786,,,6.9,,,Credit Card,Taxi Affiliation Services,2100.0,,10.0
3,8.65,11,15,7,1383406200,41.96581197,-87.655878786,42.001571027,-87.695012589,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,720.0,2.0,0.0
3,10.85,12,18,3,1388514600,41.96581197,-87.655878786,42.001571027,-87.695012589,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,1020.0,2.0,0.0
3,16.65,12,22,4,1449698400,41.96581197,-87.655878786,41.901206994,-87.676355989,0.3,,,Cash,Taxi Affiliation Services,1440.0,24.0,0.0
3,13.05,10,8,1,1413103500,41.96581197,-87.655878786,41.901206994,-87.676355989,4.4,,,Credit Card,Taxi Affiliation Services,1020.0,24.0,5.0
3,16.25,4,16,1,1461513600,41.96581197,-87.655878786,41.901206994,-87.676355989,4.9,,,Cash,,1260.0,24.0,0.0
3,14.45,7,7,5,1437032700,41.96581197,-87.655878786,41.878865584,-87.625192142,5.9,,,Cash,Taxi Affiliation Services,540.0,32.0,0.0
3,8.25,2,3,1,1361677500,41.96581197,-87.655878786,42.009622881,-87.67016685700001,0.1,,,Credit Card,Blue Ribbon Taxi Association Inc.,480.0,1.0,2.22
3,9.65,6,21,5,1403818200,41.96581197,-87.655878786,42.009622881,-87.67016685700001,3.2,,,Cash,Taxi Affiliation Services,540.0,1.0,0.0
3,11.0,12,19,1,1482692400,41.96581197,-87.655878786,42.009622881,-87.67016685700001,3.0,,,Cash,Choice Taxi Association,720.0,1.0,0.0
3,5.05,12,11,3,1419333300,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,240.0,3.0,0.0
3,4.05,1,23,6,1391211000,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,120.0,3.0,0.0
3,7.75,6,23,7,1466291700,41.96581197,-87.655878786,41.96581197,-87.655878786,1.8,,,Credit Card,,420.0,3.0,2.0
3,3.25,9,7,3,1379403000,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,0.0,3.0,0.0
3,3.25,8,2,1,1439088300,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,0.0,3.0,0.0
3,10.45,11,15,7,1417275000,41.96581197,-87.655878786,41.96581197,-87.655878786,3.6,,,Credit Card,,660.0,3.0,2.0
3,3.25,9,16,7,1379779200,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,,0.0,3.0,0.0
3,3.25,12,18,2,1418063400,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,0.0,3.0,0.0
3,3.85,5,14,3,1400596200,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,60.0,3.0,0.0
3,3.25,5,22,4,1369261800,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,0.0,3.0,0.0
3,5.05,1,8,4,1358928900,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,240.0,3.0,0.0
3,6.5,9,9,7,1472895000,41.96581197,-87.655878786,41.96581197,-87.655878786,1.1,,,Cash,,420.0,3.0,0.0
3,14.85,12,11,6,1449831600,41.96581197,-87.655878786,41.899602111,-87.633308037,6.1,,,Cash,,720.0,8.0,0.0
3,12.25,1,13,7,1358600400,41.96581197,-87.655878786,41.899602111,-87.633308037,4.8,,,Credit Card,,600.0,8.0,2.0
3,12.05,10,17,4,1382547600,41.96581197,-87.655878786,41.899602111,-87.633308037,4.7,,,Cash,,540.0,8.0,0.0
3,40.85,2,7,6,1392968700,41.96581197,-87.655878786,41.980264315,-87.913624596,15.5,,,Credit Card,,3960.0,76.0,8.57
3,20.25,5,13,6,1399038300,41.96581197,-87.655878786,41.94651142,-87.80602000200001,7.2,,,Cash,Taxi Affiliation Services,1920.0,17.0,0.0
3,12.25,11,21,4,1446670800,41.96581197,-87.655878786,41.953582125,-87.72345239,3.8,,,Cash,Taxi Affiliation Services,900.0,16.0,0.0
3,10.05,4,1,5,1430355600,41.96581197,-87.655878786,41.953582125,-87.72345239,0.0,,,Cash,Choice Taxi Association,660.0,16.0,0.0
3,6.65,1,12,5,1390478400,41.96581197,-87.655878786,41.944226601,-87.655998182,1.5,,,Cash,,480.0,6.0,0.0
3,6.65,2,9,3,1424769300,41.96581197,-87.655878786,41.944226601,-87.655998182,1.4,,,Credit Card,Taxi Affiliation Services,420.0,6.0,1.0
3,7.65,7,16,3,1406652300,41.96581197,-87.655878786,41.944226601,-87.655998182,2.1,,,Credit Card,Taxi Affiliation Services,480.0,6.0,2.0
3,7.85,6,20,3,1435695300,41.96581197,-87.655878786,41.944226601,-87.655998182,0.1,,,Cash,Taxi Affiliation Services,480.0,6.0,0.0
3,10.45,10,13,7,1446296400,41.96581197,-87.655878786,41.944226601,-87.655998182,1.6,,,Credit Card,,1200.0,6.0,3.0
3,5.25,6,11,7,1402140600,41.96581197,-87.655878786,41.944226601,-87.655998182,0.9,,,Cash,Choice Taxi Association,240.0,6.0,0.0
3,8.05,6,9,7,1433581200,41.96581197,-87.655878786,41.944226601,-87.655998182,2.6,,,Cash,Dispatch Taxi Affiliation,420.0,6.0,0.0
3,3.65,3,14,4,1395843300,41.96581197,-87.655878786,41.944226601,-87.655998182,0.3,,,Cash,Taxi Affiliation Services,60.0,6.0,0.0
3,5.05,10,10,6,1446201000,41.96581197,-87.655878786,41.944226601,-87.655998182,0.8,,,Credit Card,Taxi Affiliation Services,240.0,6.0,2.0
3,11.65,10,13,1,1445780700,41.96581197,-87.655878786,41.944226601,-87.655998182,3.8,,,Cash,Taxi Affiliation Services,900.0,6.0,0.0
3,5.45,4,12,1,1397995200,41.96581197,-87.655878786,41.944226601,-87.655998182,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,300.0,6.0,0.0
3,4.25,10,9,7,1443863700,41.96581197,-87.655878786,41.944226601,-87.655998182,0.5,,,Cash,2733 - 74600 Benny Jona,120.0,6.0,0.0
3,4.85,8,19,5,1438888500,41.96581197,-87.655878786,41.944226601,-87.655998182,0.8,,,Cash,,240.0,6.0,0.0
3,6.65,4,19,4,1398279600,41.96581197,-87.655878786,41.947791586,-87.683834942,0.0,,,Credit Card,Taxi Affiliation Services,480.0,5.0,2.0
3,7.85,3,16,4,1427300100,41.96581197,-87.655878786,41.947791586,-87.683834942,0.0,,,Cash,Taxi Affiliation Services,540.0,5.0,0.0
3,9.25,3,12,4,1394628300,41.96581197,-87.655878786,41.947791586,-87.683834942,2.7,,,Cash,Choice Taxi Association,660.0,5.0,0.0
3,8.25,9,11,3,1442920500,41.96581197,-87.655878786,41.947791586,-87.683834942,2.2,,,Cash,,600.0,5.0,0.0
3,21.65,6,8,2,1404117000,41.96581197,-87.655878786,41.874005383000004,-87.66351755,8.6,,,Credit Card,Taxi Affiliation Services,1500.0,28.0,4.3
3,10.45,5,8,1,1400402700,41.96581197,-87.655878786,41.922686284,-87.649488729,0.2,,,Cash,Taxi Affiliation Services,780.0,7.0,0.0
3,12.25,8,22,5,1439504100,41.96581197,-87.655878786,41.922686284,-87.649488729,3.4,,,Credit Card,,1200.0,7.0,2.0
3,9.65,8,23,7,1440889200,41.96581197,-87.655878786,41.975170943,-87.687515515,3.2,,,Credit Card,Taxi Affiliation Services,660.0,4.0,2.0
3,4.25,1,5,1,1390110300,41.96581197,-87.655878786,41.975170943,-87.687515515,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,180.0,4.0,0.0
3,9.05,4,16,3,1398183300,41.96581197,-87.655878786,41.975170943,-87.687515515,2.4,,,Cash,Taxi Affiliation Services,780.0,4.0,0.0
3,13.25,10,10,2,1414406700,41.96581197,-87.655878786,41.92276062,-87.69915534299999,4.3,,,Credit Card,Dispatch Taxi Affiliation,1140.0,22.0,2.65
3,11.25,5,15,3,1368544500,41.96581197,-87.655878786,41.9867118,-87.663416405,0.0,,,Cash,Dispatch Taxi Affiliation,1020.0,77.0,0.0
3,9.0,11,10,1,1478428200,41.96581197,-87.655878786,41.9867118,-87.663416405,2.54,,,Cash,,679.0,77.0,0.0
3,6.85,6,10,1,1370772000,41.96581197,-87.655878786,41.9867118,-87.663416405,0.0,,,Cash,Taxi Affiliation Services,360.0,77.0,0.0
3,7.25,11,15,7,1384616700,41.96581197,-87.655878786,41.9867118,-87.663416405,1.5,,,Cash,Dispatch Taxi Affiliation,540.0,77.0,0.0
8,35.45,9,5,1,1411882200,41.900265687,-87.63210922,41.97907082,-87.90303966100002,17.7,,17031980000.0,Credit Card,,1200.0,76.0,7.49
8,38.85,1,13,1,1357479900,41.900265687,-87.63210922,41.97907082,-87.90303966100002,19.4,,17031980000.0,Cash,,4260.0,76.0,0.0
8,3.45,1,18,7,1422125100,41.900265687,-87.63210922,41.900265687,-87.63210922,0.0,,17031081000.0,Cash,,60.0,8.0,0.0
8,4.45,1,22,2,1421100900,41.900265687,-87.63210922,41.907520075,-87.62665890000002,0.4,,17031080100.0,Cash,,180.0,8.0,0.0
8,3.5,1,19,2,1453145400,41.900265687,-87.63210922,41.905857769,-87.63086502700001,0.1,,17031080202.0,Cash,Dispatch Taxi Affiliation,60.0,8.0,0.0
8,7.05,5,22,5,1368139500,41.900265687,-87.63210922,41.922082541,-87.63415609299999,0.1,,17031071400.0,Cash,Taxi Affiliation Services,480.0,7.0,0.0
8,7.05,6,16,5,1371139200,41.900265687,-87.63210922,41.922082541,-87.63415609299999,0.0,,17031071400.0,Cash,Dispatch Taxi Affiliation,480.0,7.0,0.0
8,6.25,5,3,1,1400988600,41.900265687,-87.63210922,41.890922026,-87.618868355,1.2,,17031081403.0,Credit Card,,420.0,8.0,3.0
8,7.25,5,19,7,1399145400,41.900265687,-87.63210922,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,540.0,32.0,0.0
8,7.65,3,13,5,1362663900,41.900265687,-87.63210922,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
8,7.05,6,17,1,1434907800,41.900265687,-87.63210922,41.884987192,-87.620992913,1.3,,17031320100.0,Cash,2733 - 74600 Benny Jona,480.0,32.0,0.0
8,8.25,9,9,4,1441185300,41.900265687,-87.63210922,41.880994471,-87.632746489,1.5,,17031839100.0,Cash,,720.0,32.0,0.0
8,9.25,7,8,2,1436776200,41.900265687,-87.63210922,41.880994471,-87.632746489,0.1,,17031839100.0,Credit Card,Taxi Affiliation Services,900.0,32.0,2.0
8,9.65,7,8,5,1374135300,41.900265687,-87.63210922,41.880994471,-87.632746489,1.6,,17031839100.0,Credit Card,,1080.0,32.0,2.0
8,7.25,5,9,2,1400490000,41.900265687,-87.63210922,41.880994471,-87.632746489,1.5,,17031839100.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0
8,7.05,7,13,3,1406641500,41.900265687,-87.63210922,41.880994471,-87.632746489,1.4,,17031839100.0,Cash,Taxi Affiliation Services,540.0,32.0,0.0
8,7.05,6,16,4,1372262400,41.900265687,-87.63210922,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,480.0,32.0,1.0
8,11.85,6,21,4,1371678300,41.900265687,-87.63210922,41.88528132,-87.65723320000002,0.2,,17031833000.0,Credit Card,Taxi Affiliation Services,1020.0,28.0,2.55
8,9.65,7,9,5,1373534100,41.900265687,-87.63210922,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Blue Ribbon Taxi Association Inc.,960.0,28.0,0.0
8,5.45,9,11,4,1378897200,41.900265687,-87.63210922,41.892072635,-87.62887415700001,0.0,,17031081600.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8,6.45,8,22,5,1377209700,41.900265687,-87.63210922,41.885300021999996,-87.642808466,1.5,,17031280100.0,Cash,,360.0,28.0,0.0
8,7.45,6,6,2,1435560300,41.900265687,-87.63210922,41.885300021999996,-87.642808466,1.6,,17031280100.0,Credit Card,,600.0,28.0,2.0
8,19.65,6,20,2,1435004100,41.900265687,-87.63210922,41.909495669,-87.630963601,6.8,,17031080201.0,Cash,Taxi Affiliation Services,1920.0,8.0,0.0
8,4.85,11,10,2,1384164000,41.900265687,-87.63210922,41.89503345,-87.61971067200001,0.0,,17031081401.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,8.0,0.0
8,6.25,3,22,7,1394318700,41.900265687,-87.63210922,41.89503345,-87.61971067200001,0.9,,17031081401.0,Credit Card,Dispatch Taxi Affiliation,480.0,8.0,2.0
8,29.85,11,12,2,1448885700,41.900265687,-87.63210922,41.785998518,-87.750934289,0.8,,17031980100.0,Credit Card,Taxi Affiliation Services,2040.0,56.0,6.35
8,3.25,1,19,5,1389898800,41.900265687,-87.63210922,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,,0.0,8.0,0.0
8,6.25,1,16,1,1421597700,41.900265687,-87.63210922,41.89321636,-87.63784421,1.3,,17031081800.0,Credit Card,,420.0,8.0,3.0
8,5.45,6,0,5,1434585600,41.900265687,-87.63210922,41.898331794,-87.620762865,0.8,,17031081300.0,Cash,,360.0,8.0,0.0
8,11.25,4,1,7,1396661400,41.900265687,-87.63210922,41.949829346,-87.64396537,4.1,,17031060900.0,Credit Card,,600.0,6.0,2.0
8,4.84,1,18,7,1357411500,41.900265687,-87.63210922,41.90749193,-87.63576009,0.7,,17031080300.0,Cash,,180.0,8.0,0.0
8,10.45,6,10,6,1402048800,41.900265687,-87.63210922,41.867902418,-87.642958665,0.1,,17031841900.0,Cash,Taxi Affiliation Services,900.0,28.0,0.0
8,5.5,8,1,7,1470447900,41.900265687,-87.63210922,41.904935302,-87.64990722600002,0.7,,17031842200.0,Cash,,300.0,8.0,0.0
7,7.05,5,20,7,1368907200,41.914616286,-87.631717366,,,1.79,,,Cash,,360.0,,0.0
7,50.25,12,4,1,1386476100,41.914616286,-87.631717366,,,1.5,,,Credit Card,Taxi Affiliation Services,2100.0,,15.05
7,27.65,11,22,7,1416694500,41.914616286,-87.631717366,41.892507781,-87.626214906,12.5,,17031081500.0,Cash,,1680.0,8.0,0.0
7,8.65,6,17,3,1372179600,41.914616286,-87.631717366,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Northwest Management LLC,720.0,8.0,0.0
7,7.45,7,20,7,1404591300,41.914616286,-87.631717366,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Blue Ribbon Taxi Association Inc.,600.0,8.0,0.0
7,7.65,4,18,1,1398017700,41.914616286,-87.631717366,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
7,7.45,2,9,2,1392630300,41.914616286,-87.631717366,41.892507781,-87.626214906,1.9,,17031081500.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
7,6.05,2,20,6,1392408900,41.914616286,-87.631717366,41.93057857,-87.64220631299999,1.2,,17031070102.0,Cash,,420.0,7.0,0.0
7,32.85,9,7,3,1442906100,41.914616286,-87.631717366,41.97907082,-87.90303966100002,15.5,,17031980000.0,Credit Card,Taxi Affiliation Services,2340.0,76.0,5.0
7,35.85,10,13,3,1380632400,41.914616286,-87.631717366,41.97907082,-87.90303966100002,0.0,,17031980000.0,Cash,Choice Taxi Association,2340.0,76.0,0.0
